,Loss_mae,Threshold,Anomaly
65,0.01247017076405512,0.025,False
66,0.004754746984928865,0.025,False
67,0.013481600715136986,0.025,False
68,0.005829278797091214,0.025,False
69,0.04102750794507768,0.025,True
70,0.007383381729796804,0.025,False
71,0.04814970464533119,0.025,True
72,0.11009278197626711,0.025,True
73,0.07590976183742054,0.025,True
74,0.006462954051766947,0.025,False
75,0.027435242837025253,0.025,True
76,0.010358527735616447,0.025,False
77,0.013230102461465004,0.025,False
78,0.00012113058095410596,0.025,False
79,0.0034508146658440617,0.025,False
80,0.02711685181310881,0.025,True
81,0.0374700068888125,0.025,True
82,0.013291453463012394,0.025,False
83,0.016668126190200337,0.025,False
84,0.0034321773684546455,0.025,False
85,0.003389865473788787,0.025,False
86,0.007428820788797752,0.025,False
87,0.0001743727282362273,0.025,False
88,0.003389865473788787,0.025,False
89,0.0036041258498136866,0.025,False
90,0.013836289467412555,0.025,False
91,0.03411406805729463,0.025,True
92,0.03414351015512148,0.025,True
93,0.01763764280055045,0.025,False
94,0.0037272682344659247,0.025,False
95,0.016450666913921344,0.025,False
96,0.006693594749330438,0.025,False
97,0.020406966955715398,0.025,False
98,0.023671834845206213,0.025,False
99,0.0034384685572446763,0.025,False
100,0.010558932174412719,0.025,False
101,0.003428439793243356,0.025,False
102,0.00025114285818792864,0.025,False
103,0.0003255187575106899,0.025,False
104,0.01649071947439776,0.025,False
105,0.024167458800570907,0.025,False
106,0.021477211366213837,0.025,False
107,0.02357345413094086,0.025,False
108,0.020406966955715398,0.025,False
109,0.037982115323427455,0.025,True
110,0.04012613045581891,0.025,True
111,0.020411247031750485,0.025,False
112,0.04070345560571803,0.025,True
113,0.007902670309419709,0.025,False
114,0.024157410304550087,0.025,False
115,0.009809076405837475,0.025,False
116,0.02691289147004139,0.025,True
117,0.003571381383159435,0.025,False
118,0.019710839502873598,0.025,False
119,0.034646352398490406,0.025,True
120,0.05617451967476223,0.025,True
121,0.013336126379424678,0.025,False
122,0.034158337661350714,0.025,True
123,0.013070569498690737,0.025,False
124,0.0001743727282362273,0.025,False
125,0.007301442894650308,0.025,False
126,0.010447553006846376,0.025,False
127,0.013228966663163333,0.025,False
128,0.00343061115897339,0.025,False
129,0.013842951844602491,0.025,False
130,0.010585452262949185,0.025,False
131,0.007360307911115027,0.025,False
132,0.03036708233779033,0.025,True
133,0.027104399635568432,0.025,True
134,0.02040735158600672,0.025,False
135,0.013095873983874337,0.025,False
136,0.016499033784510078,0.025,False
137,0.010501841626029509,0.025,False
138,0.030845316857176525,0.025,True
139,0.01446954040124119,0.025,False
140,0.017013417125701764,0.025,False
141,0.0001743727282362273,0.025,False
142,0.0034361228881110797,0.025,False
143,0.023713705878261482,0.025,False
144,0.01649192317422217,0.025,False
145,0.0036041258498136866,0.025,False
146,0.013018541892694713,0.025,False
147,0.006563134988166445,0.025,False
148,0.006563134988166445,0.025,False
149,0.0039299484316611955,0.025,False
150,0.016489617524036285,0.025,False
151,0.0007367025208803354,0.025,False
152,0.007360307911115027,0.025,False
153,0.026907287097287225,0.025,True
154,0.030896115999263358,0.025,True
155,0.020437722974410516,0.025,False
156,0.007360307911115027,0.025,False
157,0.0036041258498136866,0.025,False
158,0.0067022825059538755,0.025,False
159,0.007360306669351595,0.025,False
160,0.010576643003333044,0.025,False
161,0.022326016589159958,0.025,False
162,0.010567831323464607,0.025,False
163,0.00430092123754421,0.025,False
164,0.0231236610323729,0.025,False
165,0.008808705544910797,0.025,False
166,0.008391770975613689,0.025,False
167,0.037361002399288655,0.025,True
168,0.017104440895792605,0.025,False
169,0.00398333962146367,0.025,False
170,0.014018630646386712,0.025,False
171,0.0032618364794326457,0.025,False
172,0.025262873293513993,0.025,True
173,0.016874336448642085,0.025,False
174,0.008988729667852996,0.025,False
175,0.003056918077722126,0.025,False
176,0.0011161934210644393,0.025,False
177,0.024442710528279888,0.025,False
178,0.03471622474834216,0.025,True
179,0.013836289467412555,0.025,False
180,0.011195042149905585,0.025,False
181,0.0072001462478416085,0.025,False
182,0.015219381247253527,0.025,False
183,0.027530641006505863,0.025,True
184,0.03471622474834216,0.025,True
185,0.02099721655738306,0.025,False
186,0.0028161519871423846,0.025,False
187,0.004005212818892462,0.025,False
188,0.017851633341183688,0.025,False
189,0.02099721655738306,0.025,False
190,0.020372358872647277,0.025,False
191,0.02425350149961265,0.025,False
192,0.008992019807489518,0.025,False
193,0.00868588974290535,0.025,False
194,0.014462706807019962,0.025,False
195,0.011952721176756304,0.025,False
196,0.008222036621342224,0.025,False
197,0.014658104988696826,0.025,False
198,0.022950976098497233,0.025,False
199,0.025061358087649806,0.025,True
200,0.04444847444387304,0.025,True
201,0.025516998682573625,0.025,True
202,0.002691572198503448,0.025,False
203,0.007345153052859728,0.025,False
204,0.007299198090872631,0.025,False
205,0.014462706807019962,0.025,False
206,0.008222036621342224,0.025,False
207,0.004514302623018394,0.025,False
208,0.007927103063072557,0.025,False
209,0.013654771070188207,0.025,False
210,0.026269398490385714,0.025,True
211,0.041247350693350816,0.025,True
212,0.023639962683353444,0.025,False
213,0.006255787189877025,0.025,False
214,0.0011509774464559992,0.025,False
215,0.014462706807019962,0.025,False
216,0.031478789738422795,0.025,True
217,0.036047438768232465,0.025,True
218,0.015463382509796375,0.025,False
219,0.003948736650918718,0.025,False
220,0.0018718117387533744,0.025,False
221,0.015696093116845732,0.025,False
222,0.013654700289672536,0.025,False
223,0.017730111935576887,0.025,False
224,0.0180231592551921,0.025,False
225,0.015219381247253527,0.025,False
226,0.016642079452238213,0.025,False
227,0.011813084515713348,0.025,False
228,0.011115670945143888,0.025,False
229,0.021289660379969922,0.025,False
230,0.004356577873227559,0.025,False
231,0.009006645929946952,0.025,False
232,0.004419239391781561,0.025,False
233,0.011489349859405112,0.025,False
234,0.008222036621342224,0.025,False
235,0.00868588974290535,0.025,False
236,0.009374518188733675,0.025,False
237,0.00230747211522637,0.025,False
238,0.011861801559197346,0.025,False
239,0.00868588974290535,0.025,False
240,0.004765246229211807,0.025,False
241,0.011489349859405112,0.025,False
242,0.005325679999898451,0.025,False
243,0.015377461433193587,0.025,False
244,0.028475481598183545,0.025,True
245,0.001032970974840286,0.025,False
246,0.01174038556806236,0.025,False
247,0.012594263353161892,0.025,False
248,0.011489349859405112,0.025,False
249,0.0032171364976643635,0.025,False
250,0.0005141193765304808,0.025,False
251,0.01781063790852694,0.025,False
252,0.025703748040687018,0.025,True
253,0.00477092078633599,0.025,False
254,0.004765257405082703,0.025,False
255,0.008685879808797889,0.025,False
256,0.004765246229211807,0.025,False
257,0.005325679999898451,0.025,False
258,0.00230747211522637,0.025,False
259,0.00230747211522637,0.025,False
260,0.008222036621342224,0.025,False
261,0.011518119469629357,0.025,False
262,0.00430092123754421,0.025,False
263,0.005575418652639996,0.025,False
264,0.037503198069602874,0.025,True
265,0.012950025436044163,0.025,False
266,0.019730056240470504,0.025,False
267,0.019730056240470504,0.025,False
268,0.029526985439207742,0.025,True
269,0.0101296888657018,0.025,False
270,0.007904089362086872,0.025,False
271,0.008213057409767457,0.025,False
272,0.0005689453460185068,0.025,False
273,0.02176470397182581,0.025,False
274,0.019297543669815485,0.025,False
275,0.009638109333837802,0.025,False
276,0.014820870814904982,0.025,False
277,0.006651720015720851,0.025,False
278,0.014494714599122854,0.025,False
279,0.017203625657293196,0.025,False
280,0.001497776528956385,0.025,False
281,0.01512939046874232,0.025,False
282,0.005758320959618359,0.025,False
283,0.01585955795428606,0.025,False
284,0.02365240727143871,0.025,False
285,0.008222036621342224,0.025,False
286,0.008039540359530204,0.025,False
287,0.0277410111460831,0.025,True
288,0.02421902749293864,0.025,False
289,0.0223171410877689,0.025,False
290,0.00868588974290535,0.025,False
291,0.005178041493208868,0.025,False
292,0.01890573316343049,0.025,False
293,0.02028047176554498,0.025,False
294,0.0268107148167529,0.025,True
295,0.02354574230276088,0.025,False
296,0.018244254475110966,0.025,False
297,0.006563134988166445,0.025,False
298,0.0032963557083796704,0.025,False
299,0.0015543531676109259,0.025,False
300,0.007214770872645801,0.025,False
301,0.006868989088623619,0.025,False
302,0.009959076449604485,0.025,False
303,0.017168809103282723,0.025,False
304,0.013224463712583073,0.025,False
305,0.006083545939828405,0.025,False
306,0.03014059654290993,0.025,True
307,0.03400430188210015,0.025,True
308,0.0075207186922320686,0.025,False
309,0.006868989088623619,0.025,False
310,0.016630573943135194,0.025,False
311,0.026936032498816154,0.025,True
312,0.03007544021982179,0.025,True
313,0.02354574230276088,0.025,False
314,0.023671834845206213,0.025,False
315,0.013228989014905124,0.025,False
316,0.010251942483622498,0.025,False
317,0.008231070262601442,0.025,False
318,0.01785696781663242,0.025,False
319,0.0067022825059538755,0.025,False
320,0.0024548836902456572,0.025,False
321,0.012584375823692049,0.025,False
322,0.01787286990010142,0.025,False
323,0.019137130674972483,0.025,False
324,0.014206380148435968,0.025,False
325,0.0031600967557985763,0.025,False
326,0.007849511851983746,0.025,False
327,0.009448873034606396,0.025,False
328,0.02699462746315441,0.025,True
329,0.013228989014905124,0.025,False
330,0.020732975181196114,0.025,False
331,0.023605465642719953,0.025,False
332,0.01633170185926676,0.025,False
333,0.02038057032772864,0.025,False
334,0.020560944300528513,0.025,False
335,0.0033759080747948846,0.025,False
336,0.016460486228461593,0.025,False
337,0.0070689257693250076,0.025,False
338,0.006486926001816588,0.025,False
339,0.009809076405837475,0.025,False
340,0.020244578763569717,0.025,False
341,0.030199932129202217,0.025,True
342,0.013224463712583073,0.025,False
343,0.020406966955715398,0.025,False
344,0.033443790172341836,0.025,True
345,0.013228989014905124,0.025,False
346,0.026764972768110223,0.025,True
347,0.02691289147004139,0.025,True
348,0.003285053347664555,0.025,False
349,0.01633170185926676,0.025,False
350,0.030178487349276684,0.025,True
351,0.006547225685115565,0.025,False
352,0.02313844523942626,0.025,False
353,0.005829278797091214,0.025,False
354,0.027066216746684486,0.025,True
355,0.026764972768110223,0.025,True
356,0.013070569498690737,0.025,False
357,0.026764972768110223,0.025,True
358,0.016483774338973925,0.025,False
359,0.02673584879755564,0.025,True
360,0.030024626188437754,0.025,True
361,0.020202010841209702,0.025,False
362,0.023504960478150604,0.025,False
363,0.023468702576674466,0.025,False
364,0.030003452608261805,0.025,True
365,0.020244578763569717,0.025,False
366,0.0074327805321393785,0.025,False
367,0.006547226305997282,0.025,False
368,0.0073484084085111605,0.025,False
369,0.00996578415115972,0.025,False
370,0.023841422635412956,0.025,False
371,0.0236469137485505,0.025,False
372,0.013193379123128554,0.025,False
373,0.020406966955715398,0.025,False
374,0.013224463712583073,0.025,False
375,0.00996578415115972,0.025,False
376,0.013193379123128554,0.025,False
377,0.009809076405837475,0.025,False
378,0.012110397789580696,0.025,False
379,0.007301442894650308,0.025,False
380,0.013922399564525493,0.025,False
381,0.018731346829736924,0.025,False
382,0.00283967930125721,0.025,False
383,0.009751681207207865,0.025,False
384,0.020202010841209702,0.025,False
385,0.013016893381542424,0.025,False
386,0.01817452369083453,0.025,False
387,0.020202010841209702,0.025,False
388,0.013070569498690737,0.025,False
389,0.003505155203544802,0.025,False
390,0.008379462104300258,0.025,False
391,0.020244578763569717,0.025,False
392,0.015484457837984083,0.025,False
393,0.021445001601963252,0.025,False
394,0.013016893381542424,0.025,False
395,0.013070569498690737,0.025,False
396,0.00023263835581667966,0.025,False
397,0.0032226072762719473,0.025,False
398,0.0074327805321393785,0.025,False
399,0.013162729177569466,0.025,False
400,0.014211664353095843,0.025,False
401,0.0034711227564402647,0.025,False
402,0.020202010841209702,0.025,False
403,0.00814844843583951,0.025,False
404,0.008027840864507196,0.025,False
405,0.013251249654168004,0.025,False
406,0.026936810326182375,0.025,True
407,0.01701862626455636,0.025,False
408,0.02607368654098853,0.025,True
409,0.01130111620166005,0.025,False
410,0.020772492012697128,0.025,False
411,0.02417732788550367,0.025,False
412,0.0032226072762719473,0.025,False
413,0.010706305070893235,0.025,False
414,0.003888939078858853,0.025,False
415,0.009751681207207865,0.025,False
416,0.0032226072762719473,0.025,False
417,0.006731578976827117,0.025,False
418,0.0162825830139169,0.025,False
419,0.0162825830139169,0.025,False
420,0.020420832032408978,0.025,False
421,0.020202010841209702,0.025,False
422,0.020420832032408978,0.025,False
423,0.003285053347664555,0.025,False
424,0.00023263835581667966,0.025,False
425,0.009809076405837475,0.025,False
426,0.009751680586326148,0.025,False
427,0.013016893381542424,0.025,False
428,0.009809076405837475,0.025,False
429,0.009925890175539917,0.025,False
430,0.0166617732810221,0.025,False
431,0.013016893381542424,0.025,False
432,0.0036041258498136866,0.025,False
433,0.02354574230276088,0.025,False
434,0.01636174553459172,0.025,False
435,0.006693393646928891,0.025,False
436,0.00996578415115972,0.025,False
437,0.009925890175539917,0.025,False
438,0.003428439793243356,0.025,False
439,0.013193379123128554,0.025,False
440,0.02040735158600672,0.025,False
441,0.00868588974290535,0.025,False
442,0.016489617524036285,0.025,False
443,0.0036041258498136866,0.025,False
444,0.0001777030134316182,0.025,False
445,0.016489617524036285,0.025,False
446,0.00859388730763297,0.025,False
447,0.0007367012791169025,0.025,False
448,0.006868989088623619,0.025,False
449,0.007301442894650308,0.025,False
450,0.0033759080747948846,0.025,False
451,0.0001614227157591963,0.025,False
452,0.023653003378416065,0.025,False
453,0.0034384685572446763,0.025,False
454,0.023706296602357717,0.025,False
455,0.007301442894650308,0.025,False
456,0.006702274434491562,0.025,False
457,0.007258097405931696,0.025,False
458,0.008651923495082536,0.025,False
459,0.010572317510238525,0.025,False
460,0.011790735447211063,0.025,False
461,0.027417461089176125,0.025,True
462,0.022828690040014726,0.025,False
463,0.02204629593433585,0.025,False
464,0.024849600586644344,0.025,False
465,0.013193379123128554,0.025,False
466,0.007674295562057176,0.025,False
467,0.010614657455312121,0.025,False
468,0.0004873545727887933,0.025,False
469,0.0073484084085111605,0.025,False
470,0.013899623285963133,0.025,False
471,0.016364718081963412,0.025,False
472,0.007310074331323542,0.025,False
473,0.0034361228881110797,0.025,False
474,0.006658066572706141,0.025,False
475,0.006702274434491562,0.025,False
476,0.0037158550728180104,0.025,False
477,0.02137757221966771,0.025,False
478,0.006897785616640814,0.025,False
479,0.01714608328618981,0.025,False
480,0.01751982443533286,0.025,False
481,0.010133562996553705,0.025,False
482,0.018102218193360647,0.025,False
483,0.02306180514755538,0.025,False
484,0.017146083907071525,0.025,False
485,0.013193379123128554,0.025,False
486,0.009809076405837475,0.025,False
487,0.010133562996553705,0.025,False
488,0.013899623285963133,0.025,False
489,0.009959076449604485,0.025,False
490,0.006563134988166445,0.025,False
491,0.009829605068858447,0.025,False
492,0.009277125732958627,0.025,False
493,0.012110397789580696,0.025,False
494,0.00230747211522637,0.025,False
495,0.01637254205924275,0.025,False
496,0.0036993109132881785,0.025,False
497,0.007875197229373876,0.025,False
498,0.01320406842982746,0.025,False
499,0.012449895684170353,0.025,False
500,0.016642079452238213,0.025,False
501,0.017380700368481283,0.025,False
502,0.007927103063072557,0.025,False
503,0.0001611389389598039,0.025,False
504,0.020437722974410516,0.025,False
505,0.0037016573925998573,0.025,False
506,0.00996578415115972,0.025,False
507,0.00342739046928763,0.025,False
508,0.0034361228881110797,0.025,False
509,0.007360307911115027,0.025,False
510,0.010792622743198468,0.025,False
511,0.0001611389389598039,0.025,False
512,0.013899623285963133,0.025,False
513,0.023706296602357717,0.025,False
514,0.02099721655738306,0.025,False
515,0.007927103063072557,0.025,False
516,0.004005212818892462,0.025,False
517,0.0027424148169194196,0.025,False
518,0.005575418652639996,0.025,False
519,0.01152075297304414,0.025,False
520,0.02697456724002731,0.025,True
521,0.044290059045111706,0.025,True
522,0.031450200460722534,0.025,True
523,0.0191728543054403,0.025,False
524,0.0056170437994917605,0.025,False
525,0.011870674616018826,0.025,False
526,0.017430069762544593,0.025,False
527,0.024942260841760655,0.025,False
528,0.0315471266218442,0.025,True
529,0.023706296602357717,0.025,False
530,0.011195042149905585,0.025,False
531,0.001497776528956385,0.025,False
532,0.0101296888657018,0.025,False
533,0.001502009398735062,0.025,False
534,0.021289660379969922,0.025,False
535,0.005575418652639996,0.025,False
536,0.012110397789580696,0.025,False
537,0.00528359786310495,0.025,False
538,0.01590700013941097,0.025,False
539,0.02531999480608338,0.025,True
540,0.0180231592551921,0.025,False
541,0.021377341165256008,0.025,False
542,0.006260842383068001,0.025,False
543,0.016763438094063565,0.025,False
544,0.021982326993025852,0.025,False
545,0.0180231592551921,0.025,False
546,0.001497776528956385,0.025,False
547,0.007299198090872631,0.025,False
548,0.014462706807019962,0.025,False
549,0.007927103063072557,0.025,False
550,0.021289660379969922,0.025,False
551,0.014756387425985914,0.025,False
552,0.020372345213249515,0.025,False
553,0.007927103063072557,0.025,False
554,0.0180231592551921,0.025,False
555,0.014756387425985914,0.025,False
556,0.027530641006505863,0.025,True
557,0.01773007344091047,0.025,False
558,0.020372345213249515,0.025,False
559,0.023639962683353444,0.025,False
560,0.011952721176756304,0.025,False
561,0.019912636930719773,0.025,False
562,0.0025375807047211263,0.025,False
563,0.008613851290759672,0.025,False
564,0.0013214652600371617,0.025,False
565,0.01434670214090431,0.025,False
566,0.00849568765503799,0.025,False
567,0.004381962471941438,0.025,False
568,0.014386015933228127,0.025,False
569,0.011493847673268975,0.025,False
570,0.015219381247253527,0.025,False
571,0.001032970974840286,0.025,False
572,0.008222036621342224,0.025,False
573,0.00230747211522637,0.025,False
574,0.002057179635993787,0.025,False
575,0.008685879808797889,0.025,False
576,0.018485722184548525,0.025,False
577,0.02455589452560969,0.025,False
578,0.025017583253509407,0.025,True
579,0.015219381247253527,0.025,False
580,0.005912521243662483,0.025,False
581,0.026722311886710787,0.025,True
582,0.03220140617479796,0.025,True
583,0.008222036621342224,0.025,False
584,0.00868588974290535,0.025,False
585,0.014756387425985914,0.025,False
586,0.011952721176756304,0.025,False
587,0.004154341671505972,0.025,False
588,0.006664398019134793,0.025,False
589,0.018011712549162978,0.025,False
590,0.0076976998432529324,0.025,False
591,0.011178942784857574,0.025,False
592,0.0005689453460185068,0.025,False
593,0.0072229246933563085,0.025,False
594,0.0021875411883257403,0.025,False
595,0.009374518188733675,0.025,False
596,0.006368600765003128,0.025,False
597,0.011652080630509052,0.025,False
598,0.005985014502063855,0.025,False
599,0.014646617891346058,0.025,False
600,0.013283206029219724,0.025,False
601,0.005404890589887895,0.025,False
602,0.002552723364166657,0.025,False
603,0.0010156707541752834,0.025,False
604,0.0007637485938875125,0.025,False
605,0.0045844929164485055,0.025,False
606,0.01553818200074234,0.025,False
607,0.016017045875054255,0.025,False
608,0.01696675674774682,0.025,False
609,0.012697113477243662,0.025,False
610,0.0007637485938875125,0.025,False
611,0.0026546539389000388,0.025,False
612,0.008593884824106104,0.025,False
613,0.015042511700291134,0.025,False
614,0.02580623091795579,0.025,True
615,0.01512939046874232,0.025,False
616,0.013345044238208606,0.025,False
617,0.012069044536285012,0.025,False
618,0.005575418652639996,0.025,False
619,0.001502009398735062,0.025,False
620,0.008039522974842145,0.025,False
621,0.020419167294314932,0.025,False
622,0.020419167294314932,0.025,False
623,0.0101296888657018,0.025,False
624,0.017682344656568108,0.025,False
625,0.00398333962146367,0.025,False
626,0.01696675674774682,0.025,False
627,0.013235594050136459,0.025,False
628,0.00477092078633599,0.025,False
629,0.02421902749293864,0.025,False
630,0.006427567036396603,0.025,False
631,0.0072229246933563085,0.025,False
632,0.027305206306012953,0.025,True
633,0.0021422824929123083,0.025,False
634,0.013760890271352943,0.025,False
635,0.08560757105258741,0.025,True
636,0.028475319421366843,0.025,True
637,0.001032970974840286,0.025,False
638,0.017311185855304213,0.025,False
639,0.00331388426820195,0.025,False
640,0.015893982234437123,0.025,False
641,0.012528553943616036,0.025,False
642,0.028767362699611814,0.025,True
643,0.029526985439207742,0.025,True
644,0.017682344656568108,0.025,False
645,0.015652066671967755,0.025,False
646,0.022103631449704342,0.025,False
647,0.005360067479404605,0.025,False
648,0.008988729667852996,0.025,False
649,0.001497776528956385,0.025,False
650,0.00513928006948657,0.025,False
651,0.0060098857589382755,0.025,False
652,0.02099721655738306,0.025,False
653,0.00426703478686329,0.025,False
654,0.012384982855212301,0.025,False
655,0.0060098857589382755,0.025,False
656,0.045573823068693474,0.025,True
657,0.027220732309439458,0.025,True
658,0.018356849657221824,0.025,False
659,0.03056274253155152,0.025,True
660,0.026936032498816154,0.025,True
661,0.02626165529734707,0.025,True
662,0.011952721176756304,0.025,False
663,0.0006824478676879076,0.025,False
664,0.016420732579801894,0.025,False
665,0.030039247766990195,0.025,True
666,0.009904803162888677,0.025,False
667,0.013905788746337406,0.025,False
668,0.054257811528343414,0.025,True
669,0.04129617957566057,0.025,True
670,0.005575380157973579,0.025,False
671,0.04191034201996965,0.025,True
672,0.04098915937419852,0.025,True
673,0.028298642511009803,0.025,True
674,0.011861801559197346,0.025,False
675,0.029654732487772322,0.025,True
676,0.08026161493797226,0.025,True
677,0.05076062579920424,0.025,True
678,0.03208648069105453,0.025,True
679,0.017229815165668395,0.025,False
680,0.037095667385002605,0.025,True
681,0.012982455404560007,0.025,False
682,0.013750464339933226,0.025,False
683,0.010980875804590508,0.025,False
684,0.02427926501047323,0.025,False
685,0.013880820443115066,0.025,False
686,0.03989401433376223,0.025,True
687,0.01785698892661078,0.025,False
688,0.03362945211562716,0.025,True
689,0.02693121849835996,0.025,True
690,0.01726189670823704,0.025,False
691,0.03617180757746458,0.025,True
692,0.00996578415115972,0.025,False
693,0.009959076449604485,0.025,False
694,0.014001328351820079,0.025,False
695,0.05643500712194457,0.025,True
696,0.057686979160199214,0.025,True
697,0.027484741869919272,0.025,True
698,0.007707941438233134,0.025,False
699,0.03344490031120807,0.025,True
700,0.023398209980290696,0.025,False
701,0.004137865980938352,0.025,False
702,0.0040619138468061255,0.025,False
703,0.016515784430731314,0.025,False
704,0.026764972768110223,0.025,True
705,0.026764972768110223,0.025,True
706,0.02691289147004139,0.025,True
707,0.02038057032772864,0.025,False
708,0.02038057032772864,0.025,False
709,0.020244578763569717,0.025,False
710,0.026973235410935992,0.025,True
711,0.0001614227157591963,0.025,False
712,0.007199361345366547,0.025,False
713,0.016656145801341067,0.025,False
714,0.023669249189230218,0.025,False
715,0.01633170185926676,0.025,False
716,0.01633170185926676,0.025,False
717,0.029526985439207742,0.025,True
718,0.02299600229699386,0.025,False
719,0.028850231502528273,0.025,True
720,0.03007544021982179,0.025,True
721,0.012924491940419025,0.025,False
722,0.0060098857589382755,0.025,False
723,0.007927103063072557,0.025,False
724,0.0001777030134316182,0.025,False
725,0.009751680586326148,0.025,False
726,0.0001777030134316182,0.025,False
727,0.006702274434491562,0.025,False
728,0.009925890175539917,0.025,False
729,0.01633170185926676,0.025,False
730,0.013193379123128554,0.025,False
731,0.020202010841209702,0.025,False
732,0.02500550852795815,0.025,True
733,0.024062925960488563,0.025,False
734,0.020244608565892105,0.025,False
735,0.0204070085547904,0.025,False
736,0.020202010841209702,0.025,False
737,0.02038057032772864,0.025,False
738,0.020244578763569717,0.025,False
739,0.033443790172341836,0.025,True
740,0.023622754604264617,0.025,False
741,0.0236469137485505,0.025,False
742,0.02691289147004139,0.025,True
743,0.026764972768110223,0.025,True
744,0.006547226305997282,0.025,False
745,0.006486926001816588,0.025,False
746,0.030199932129202217,0.025,True
747,0.030178496041620716,0.025,True
748,0.003285053347664555,0.025,False
749,0.03782153262992572,0.025,True
750,0.017389498755355125,0.025,False
751,0.021034455033765765,0.025,False
752,0.005829278797091214,0.025,False
753,0.010050715658961264,0.025,False
754,0.013070569498690737,0.025,False
755,0.017942248971270225,0.025,False
756,0.014443801004629343,0.025,False
757,0.014555521764396298,0.025,False
758,0.010034828152615555,0.025,False
759,0.0268107148167529,0.025,True
760,0.019304757089415384,0.025,False
761,0.0001611389389598039,0.025,False
762,0.009829605068858447,0.025,False
763,0.02354574230276088,0.025,False
764,0.0032780432282688474,0.025,False
765,0.003775543447885619,0.025,False
766,0.009959037954938068,0.025,False
767,0.016331693787804445,0.025,False
768,0.01633170185926676,0.025,False
769,0.007817910479014608,0.025,False
770,0.0037272694762293577,0.025,False
771,0.013016893381542424,0.025,False
772,0.020244578763569717,0.025,False
773,0.013016893381542424,0.025,False
774,0.013676245146410129,0.025,False
775,0.001465178704436539,0.025,False
776,0.006658066572706141,0.025,False
777,0.022563952904099283,0.025,False
778,0.026938313554967674,0.025,True
779,0.04281172312268711,0.025,True
780,0.03485798954192797,0.025,True
781,0.010225148317332169,0.025,False
782,0.0236469137485505,0.025,False
783,0.0014817700638488824,0.025,False
784,0.01241782145428095,0.025,False
785,0.007081541782875456,0.025,False
786,0.013228989014905124,0.025,False
787,0.020406966955715398,0.025,False
788,0.030194134819191653,0.025,True
789,0.026936810326182375,0.025,True
790,0.020202010841209702,0.025,False
791,0.018123444240077113,0.025,False
792,0.05528462161037843,0.025,True
793,0.0812255863463363,0.025,True
794,0.042003667853508765,0.025,True
795,0.0032963557083796704,0.025,False
796,0.0032963557083796704,0.025,False
797,0.010133562996553705,0.025,False
798,0.00033890125784480363,0.025,False
799,0.00016142085311404708,0.025,False
800,0.023504960478150604,0.025,False
801,0.006693393646928891,0.025,False
802,0.02057811035913061,0.025,False
803,0.02038057032772864,0.025,False
804,0.01649192317422217,0.025,False
805,0.009277125732958627,0.025,False
806,0.0003389347854574898,0.025,False
807,0.0015858328626169131,0.025,False
808,0.026244007157908412,0.025,True
809,0.025625327102673467,0.025,True
810,0.006702274434491562,0.025,False
811,0.025678526412544523,0.025,True
812,0.02889471256138788,0.025,True
813,0.0008297449205434219,0.025,False
814,0.006779446274913781,0.025,False
